epoch,step,test_acc,test_ck,test_f1,test_loss,test_macc,test_mf1,test_pr,test_rc,train_acc,train_f1,train_loss,val_acc,val_f1,val_loss
1,1749,,,,,,,,,0.375,0.2838541567325592,1.5713422298431396,,,
1,1799,,,,,,,,,0.25,0.18327921628952026,1.5318440198898315,,,
1,1849,,,,,,,,,0.28125,0.219240203499794,1.4965540170669556,,,
1,1899,,,,,,,,,0.3125,0.21314102411270142,1.525347352027893,,,
1,1949,,,,,,,,,0.25,0.1753472238779068,1.4676069021224976,,,
1,1993,,,,,,,,,,,,0.3670666813850403,0.30297526717185974,1.4881421327590942
1,1999,,,,,,,,,0.40625,0.2842262089252472,1.4566892385482788,,,
1,2049,,,,,,,,,0.4375,0.37113043665885925,1.4576348066329956,,,
1,2099,,,,,,,,,0.28125,0.1717509925365448,1.415717601776123,,,
1,2149,,,,,,,,,0.34375,0.29415205121040344,1.4627848863601685,,,
2,2199,,,,,,,,,0.53125,0.46302083134651184,1.3097363710403442,,,
2,2249,,,,,,,,,0.53125,0.43516549468040466,1.3921732902526855,,,
2,2299,,,,,,,,,0.4375,0.41427865624427795,1.289170503616333,,,
2,2349,,,,,,,,,0.4375,0.38344019651412964,1.3957903385162354,,,
2,2399,,,,,,,,,0.5,0.4439935088157654,1.4138567447662354,,,
2,2449,,,,,,,,,0.59375,0.5349617004394531,1.3538368940353394,,,
2,2487,,,,,,,,,,,,0.513866662979126,0.46557173132896423,1.3364555835723877
2,2499,,,,,,,,,0.40625,0.38218003511428833,1.4237165451049805,,,
2,2549,,,,,,,,,0.5625,0.5409988164901733,1.2649245262145996,,,
2,2599,,,,,,,,,0.625,0.6068956851959229,1.284975528717041,,,
2,2649,,,,,,,,,0.5625,0.5090779066085815,1.3915525674819946,,,
2,2699,,,,,,,,,0.53125,0.5114583373069763,1.2516751289367676,,,
2,2749,,,,,,,,,0.5625,0.49335330724716187,1.3328150510787964,,,
2,2787,,,,,,,,,,,,0.5735999941825867,0.5394472479820251,1.2385883331298828
2,2799,,,,,,,,,0.625,0.613640308380127,1.216107726097107,,,
2,2849,,,,,,,,,0.53125,0.48750001192092896,1.2470223903656006,,,
2,2899,,,,,,,,,0.6875,0.6779438257217407,1.0774670839309692,,,
2,2949,,,,,,,,,0.5625,0.5671131014823914,1.1890532970428467,,,
2,2999,,,,,,,,,0.65625,0.617559552192688,1.0642414093017578,,,
2,3049,,,,,,,,,0.46875,0.4214792251586914,1.1974472999572754,,,
2,3087,,,,,,,,,,,,0.6051999926567078,0.5798537731170654,1.1463367938995361
2,3099,,,,,,,,,0.46875,0.3961256742477417,1.2509920597076416,,,
2,3149,,,,,,,,,0.5,0.46577244997024536,1.3702880144119263,,,
2,3199,,,,,,,,,0.625,0.6504464149475098,1.1215217113494873,,,
2,3249,,,,,,,,,0.59375,0.6146947741508484,1.2033032178878784,,,
3,3299,,,,,,,,,0.59375,0.5466938018798828,1.1341408491134644,,,
3,3349,,,,,,,,,0.5625,0.5491244196891785,1.1663122177124023,,,
3,3399,,,,,,,,,0.5,0.49099212884902954,1.2304707765579224,,,
3,3449,,,,,,,,,0.6875,0.6535308361053467,0.8515063524246216,,,
3,3499,,,,,,,,,0.6875,0.6899850368499756,1.0151913166046143,,,
3,3549,,,,,,,,,0.6875,0.6988048553466797,0.9961249828338623,,,
3,3581,,,,,,,,,,,,0.6413333415985107,0.6282698512077332,1.0262854099273682
3,3599,,,,,,,,,0.59375,0.5738636255264282,1.2439924478530884,,,
3,3649,,,,,,,,,0.625,0.5701593160629272,0.9934693574905396,,,
3,3699,,,,,,,,,0.59375,0.6274610757827759,1.0272080898284912,,,
3,3749,,,,,,,,,0.625,0.6212301850318909,1.0173317193984985,,,
3,3799,,,,,,,,,0.625,0.5956985354423523,1.0677717924118042,,,
3,3849,,,,,,,,,0.6875,0.6675347685813904,0.992009162902832,,,
3,3881,,,,,,,,,,,,0.6575999855995178,0.6458576321601868,0.9705818295478821
3,3899,,,,,,,,,0.84375,0.84375,0.6812207698822021,,,
3,3949,,,,,,,,,0.46875,0.4404694437980652,1.1920349597930908,,,
3,3999,,,,,,,,,0.59375,0.5817004442214966,0.8598145246505737,,,
3,4049,,,,,,,,,0.65625,0.6481196284294128,0.9801411628723145,,,
3,4099,,,,,,,,,0.75,0.7541450262069702,0.8649014234542847,,,
3,4149,,,,,,,,,0.625,0.6951771974563599,1.0062686204910278,,,
3,4181,,,,,,,,,,,,0.6714666485786438,0.6619260907173157,0.922143280506134
3,4199,,,,,,,,,0.5625,0.5566206574440002,1.0045586824417114,,,
3,4249,,,,,,,,,0.625,0.5808608531951904,1.1113531589508057,,,
3,4299,,,,,,,,,0.8125,0.7443987131118774,0.6286928653717041,,,
3,4349,,,,,,,,,0.875,0.8706656694412231,0.6769365072250366,,,
4,4399,,,,,,,,,0.6875,0.6084728240966797,0.7756087183952332,,,
4,4449,,,,,,,,,0.6875,0.6752101182937622,0.8194841146469116,,,
4,4499,,,,,,,,,0.71875,0.7603251934051514,0.8126603960990906,,,
4,4549,,,,,,,,,0.6875,0.6714975833892822,0.8326696157455444,,,
4,4599,,,,,,,,,0.78125,0.7701416611671448,0.6879246234893799,,,
4,4649,,,,,,,,,0.71875,0.7219967842102051,0.7973582148551941,,,
4,4675,,,,,,,,,,,,0.6949333548545837,0.6887139081954956,0.8579038977622986
4,4699,,,,,,,,,0.71875,0.7135697603225708,0.7435253858566284,,,
4,4749,,,,,,,,,0.78125,0.795531690120697,0.6319881081581116,,,
4,4799,,,,,,,,,0.65625,0.6572712659835815,0.9117072820663452,,,
4,4849,,,,,,,,,0.625,0.6075776219367981,0.8119259476661682,,,
4,4899,,,,,,,,,0.78125,0.7890625,0.801143229007721,,,
4,4949,,,,,,,,,0.59375,0.5728582143783569,1.0017461776733398,,,
4,4975,,,,,,,,,,,,0.7088000178337097,0.703515887260437,0.8256264328956604
4,4999,,,,,,,,,0.6875,0.7107639312744141,0.8584820628166199,,,
4,5049,,,,,,,,,0.46875,0.4749890863895416,1.1009541749954224,,,
4,5099,,,,,,,,,0.5625,0.5370754599571228,1.1450995206832886,,,
4,5149,,,,,,,,,0.71875,0.7098456621170044,0.7368971109390259,,,
4,5199,,,,,,,,,0.65625,0.6448187232017517,0.8610840439796448,,,
4,5249,,,,,,,,,0.8125,0.8142192363739014,0.6834883689880371,,,
4,5275,,,,,,,,,,,,0.7156000137329102,0.7121802568435669,0.7975051999092102
4,5299,,,,,,,,,0.75,0.743087112903595,0.6694945096969604,,,
4,5349,,,,,,,,,0.625,0.6185834407806396,0.8356221914291382,,,
4,5399,,,,,,,,,0.59375,0.6528815031051636,0.8832535147666931,,,
4,5449,,,,,,,,,0.84375,0.8394230604171753,0.6477226614952087,,,
5,5470,0.7137333154678345,0.6348651647567749,0.7112113237380981,0.7940372228622437,0.712721049785614,0.6938627362251282,0.7825453281402588,0.7137333154678345,,,,,,
5,5470,0.7156000137329102,0.6370836496353149,0.7126846313476562,0.7975050210952759,0.7103522419929504,0.6934722661972046,0.7829915285110474,0.7156000137329102,,,,,,
5,5470,0.7162857055664062,0.6389320492744446,0.7138481736183167,0.7923412322998047,0.716338574886322,0.6969150304794312,0.7869935631752014,0.7162857055664062,,,,,,
